train_end_date,feature_name,coefficient
2026-04-02,intercept,-14.44277638195361
2026-04-02,current_log_rv,-0.7131936136206696
2026-04-02,trailing_5_mean_log_rv,0.6874297956186365
2026-04-02,trailing_5_std_log_rv,0.9420913614799893
2026-04-02,absolute_1day_log_rv_change,0.3933734069993054
2026-04-02,bar_completeness,0.0
